review,attributes
Nice hip ambience with good thin crust pizza and appetizers like the cauliflower. We came here for lunch and was fairly busy. Pizza I would say was good but not awesome hence the 4 star. Want to try the PA location next...,"ambience,pizza,appetizer"
exican Kitchen|,
im Sum Restaurant|,
"Sure it's cheap. •_actually quite cheap. •_but i wouldn't necessarily say the beef stew in soup noodles (ngow lam mein) was all that wonderful nor worth driving from northbeach to eat here. •_Frankly, if i was hungering for some wonton mein, I'd venture further down the street to Ming Tai.However, they have rice noodle rolls in plum and soy sauce (jyu cheung fun).overall it was ""just OK"".",noodle
The sangria,
"It's not often that the service at a restaurant is so bad it's worth a reveuw, but Fang is it. Rude, slow, surly.",service
ar|,
"Ordered 3 pizzas for take out •_and all of them very good. •_Our favorites in order:1) Heirloom Tomatoes w/ bacon, arugula, basil",pizza
"The food was overall amazing except for the fact that my dad left his backpack there with valuables in it, they were nice enough to hold it for a day until we were able to pick it up but when my dad's friend went to go get it, they took $400 dollars out of the backpack but left everything else in it. Just for that I don't think that I will be coming back here.",food
"We tried the pasta tasting, and it was a lot of pasta - woo! •_6-7 dishes that were pretty good sized, not huge, but good-sized for our table of two. •_Flour + Water really knows their pasta as it was done well, cooked well and just tender and slightly chewy enough. •_I really liked the first dish with halibut and vegetables as it was light and healthy and the dish with lightly fried kale as it was tasty and just salty enough. •_Many of the pasta dishes was with a brown butter sauce so they started to taste alike a little and it was sort of blur after awhile as I was becoming more and more full. •_I thought they would have different sauces, some red, some creamy, some pesto, I don't know what I was expecting, but I thought there would be a little more variety. •_I didn't like the one with giblets as it was a little too gamey for me, plus I was really full at this point. •_That many pasta dishes was a lot for my tummy.I really liked the panna cotta dessert though - that was a hit! •_There is always room for dessert somehow, hah?The service was great, attentive and friendly. •_We had plenty of time to catch up and were not rushed at all. •_Definitely make a reservation (we made ours 2 months in advance because we wanted a decent time) because the crowd waiting for the communal table and bar seating took over the whole front of the restaurant. •_Craziness! •_I don't know how they deal with that night after night. •_Seriously though, there has to be a more efficient way. •_Yes, you want to create a ""demand"" for your restaurant and food, but it was sort of ridiculous seeing that there were a number of empty tables around us when we left.It was good, but I don't know if I'd be rushing back.","pasta,service"
"We had my sister's birthday here last Sunday, April 24th at 5:30pm as my other sister wanted an early dinner.The experience from when I called to make a reservation about 1 week out, was awesome. Even though I called during dinner time, Silvio answered and he could not have been nicer. You could hear how busy it was in the background but I never felt rushed.When we arrived at the restaurant there were only a few people there - granted they open at 5pm and we were there at 5:30, so we had a little extra attention which was awesome. The whole family works there and the interaction among them is exhilarating and entertaining.We sat on the 1st floor (i did not realize there was a 2nd floor probably because we were focused on getting to our table with the balloons and gifts.There were 6 of us and we each ordered something different. Silvio was our waiter and he was so wonderful at talking through each one and even gave a little history about the dishes which the restaurant is known for.All I know is that i am glad we did not fill up on the bread (which was great) because the food was absolutely delicious. I had the Paccheri Ripieni which was incredible. The sauce was amazing.Someone else had the Mezzi Rigatoni alla Norcina - again, awesome.Others had the pork dish which they raved about.The dinners were excellent.For dessert we had a few different items and each one was wonderful from the Cannolos to the Tartufo al Cioccolato and then to top it off, they brought a dessert with a candle and sang happy birthday - the night was amazing - the staff - amazing and the whole experience was absolutely worth it. Even one of the couples who live in North Beach had not been and they said, as did the rest of us, we will be back - absolutely.I highly recommend it and I hope your experience is as perfect as ours was. ENJOY!!!","PaccheriRipieni,pork,dessert"
"Very solid dumplings, on din tai fung's level. Short, easy menu. Good pricing. Come here 30 minutes before you plan to actually eat, given the wait time. Try to ignore the waiters, who seem to try and rush you out the door. Will be back!","dumpling,pricing"
I was suggested this place solely for happy hour and it turned out to be a pretty cool place. Went on a Friday afternoon and this place is packed. If you want to grab a table I would suggest getting there before 5 pm. Me and my friends found a table not too long after. Since it was busy servers are pretty busy. You really want a table if you are gonna order food. If not there is a jar you can grab a drink and sit at the patio. Food: 4/5 I can't say it's amazing but it does have a pretty good happy hour menu. I got the eight spice fried eggplant and the calamari. •_the seasoning is on point. Drinks: happy hour ranges from 5/beer-12/8 cocktail-wine. So pricing isn't bad all. I really like this place for the view. If you have visitors in town and want to go to happy I would go here! •_You see the Ferry Building!! It makes the atmosphere even better.,"eggplant,calamari,place,atmosphere"
"I went on dollar margarita night, asked for a straw for my dollar margarita and was given one. Then an employee came up behind my friend and I and grabbed our straws out of our glasses and said no straws with $1 margs. •_Completely inappropriate for an employee to grab a straw out of a drink, not to mention he was rude as hell. Will not be coming back.",service
"What is it with the inconsistency of Chinese food delivery in this town? •_I've had decent food from JTH before, but have been experimenting with others in search of the divine. •_The high ratings of fellow yelpers enticed me to call them again. •_Ugh. •_The kung pao shrimp was bland, no spice, veggies too soft. •_The potstickers were doughy devoid of flavor. •_Veggie fried rice? •_Yeah, it was fine for being free... •_and don't get me started on the spareribs, I threw them away. •_I'm a sad, sad yelper today.","shrimp,potsticker,sparerib"
talian Restaurant|,
"Yay for cheap Mexican food in the Richmond! I like the gordo plates and the quesadillas (fully loaded!). It definitely falls into the category of White People Mexican food but it's convenient, open late, and they never disappoint. If you like it muy caliente make sure you get EXTRA hot sauce as theirs is really mild.","gordoplates,quesadillas"
"Recently came here again, and I was sad to find that the oxtail entree was no longer there. We ordered the Linguine with Clams and the Whole Fish Acqua Pazza.The Linguine with Clams was not what I thought it'd be. I was hoping for more garlic and white wine, but their sauce was a little too sour. It also had this bitter pepper flavor that I didn't like. I normally love Linguine and Clams, but this one was not my favorite.The Whole Fish that night was cod, and it was cooked pretty well. The fish was soft and tender, but it could've used some more seasoning. There was a light tomato based broth that had an herby highlight from oregano. Although the broth was pretty tasty, it would've been better if the fish had more salt or something. With some more seasoning, the fish would've paired better with the broth.","Linguine,sauce,fish"
Simply the best. Home to the first papusas I ever tried and still the standard by which all other papuserias are judged.,
1. Large portions2. Great salsa bar,portion
"These are without question the best baos we've ever had. We're in town visiting and saw The Chairman listed on Yelp, and we're so glad we tried it. We had the coca-cola braised pork and braised beef, and we also tried the spicy chicken and pork belly. All delicious. The braised pork was our favorite. We will definitely be back here!","pork,beef,chicken"
"I was so excited to try this place! It was alright. I had been told to get he cactus enchiladas. Meh. No flavor and no cheese! I guess j am just used to a cheesier enchilada. Good option for a veggie, but just not my thing. Was missing something. The queso was pretty gross, we sent it back. Everyone else's meals were really good. The shrimp enchiladas pretty good. Just would prefer more cheese next time! :)THe service was amazing though!",enchiladas
inetti|,
"This is one of the best Italian restaurants I've ever been to! When it comes to Italian cooking, it's not about haute cuisine and tiny portions; it's about a family atmosphere and homemade goodness, and this place has it all. This is the first time in a long time that I've gone to a restaurant that is truly family owned and operated, and what a lovely family they are! They were very kind and hospitable. I had the linguini pescatore and it was phenomenal! The seafood was fresh, the pasta was homemade, and the sauce was so flavourful that I wanted to lick the plate! My partner had the meat lasagna and it was layer after layer of homemade pasta and thick, meaty tomato sauce. Definitely visit this place when you're in San Francisco!","portions,atmosphere,linguini,seafood,pasta,sauce"
New spot for dim sum really fresh yummy •_.wow surf clams •_so fresh,yummy
New spot for dim sum really fresh yummy •_.wow surf clams •_so fresh,yummy
Omgg. Ok. This was my first experience and all I have to say is WOW. I ordered one Pescado taco and one Grilled Fish Taco. My hunt for the perfect fish taco is complete! Flavors were great! I asked for the salsa on the side and was glad I did! I had to walk back to work so it would've left my tacos soggy lol and I must say for being Mexican I'm not a salsa girl BUT this red salsa was YUMMM! Can't wait to try these Nick's Way next!^_^ •_The interior was immaculate! Tho I didn't get to sit and eat it looked very clean! The decor was FABULOUS! Red and chandeliers?? Yess please! Tacos in a FABULOUS setting? CHECK!:),taco
talian Restaurant|,
"ate here tonight and was happy with the great prices and decent food. •_you definitely have to try the onion pancakes. •_i can make this a taiwanese girl's regular outing from now on. •_and i got great, fast, efficient service.","price,food,service"
exican Kitchen|,
"I've never had Burmese food before even though I am an Asian. It's a great, cheap way of enjoying Asian food. The sauce is just right and the way how the scallions and the meat are cooked and mixed is just perfect.","sauce,meat"
"One of the BEST restaurants I've ever been to. •_The ambiance is incredible, the food is to die for (authentic New Mexico with an SF twist), and the staff are all super sweet and accommodating. There is a tiny wait, but it's well worth it!You have to try the sopaipilla and cajeta ice cream!!!!!!!","ambiance,thefood,icecream"
"***Review strictly for the margaritas and the bartender***We had just come from Tommy's after a round. •_Promptly seated at the bar. •_Fresh chips and spicy salsa glided in front of us.A single blended and a double on the rocks was ordered. •_And they were delicious and refreshing, and definitely gives you a good buzz.The bartender is THE nicest guy. •_But I think he concocted a back story of me and my friend in his head (that we were married and left the kids at home to sneak out for a drink). •_So we played along.","chips,salsa"
im Sum Restaurant|,
"Two reviews in a day is little too much but here I go..To start our experience was phenomenal. •_My friend is from out of town and stayed at the Scarlet Huntington not far walk from the restaurant. •_He called to see if he can get a reservation last minute and was able to talk to Alex the owner. •_Alex was so sweet, he made it work. •_Needless to say, where service is concerned, it is definitely a 5. •_Our waitress was very knowledgeable of the her menu and knew exactly what all the items tasted like. •_Bravo to the training crew!Seven Hills is influenced primarily by Alex's Italian grand mother with a primary item of homemade pasta. •_We started off with couple of prosecos followed by a bottle of Nebbiolo. •_We decided to do family style and chose several items off the menu to share. •_Started of with a seared foie gras with grilled strawberries. •_Mmm. •_The foie gras was about 3 ounces and very beautifully seared sitting on a toasted bread. •_Only complain on this is the bread was slightly too thick. •_We then moved to a salad with fried prosciutto. •_Salad I would say is sub par. •_Color of the sugar snaps, radish, and prosciutto was so beautiful in itself, the heavy buttermilk base dressing was overwhelming and not attractive. •_We would've like it a little more light dressing to show case the beautiful color and the natural taste of the veggies. •_Our next dish was a grilled octopus tentacle. •_Nicely grilled and very tender. •_Nothing special but very tasty. •_The last dish we had was my favorite. •_It was ink squid pasta with shrimp. •_The pasta was perfectly al dente and shrimp was not over cooked. •_And we all know no matter how good the shrimp is, over cooking will kill it. •_We finished our dinner with a nice dessert wine.The ambience was ok. •_Casual vibe and casual. •_Slightly noisier than I anticipated but was ok. •_Parking, not sure because we use uber where you can. •_Lol.Overall, the food is good 4. •_Service was great at 5. •_Alex was around walking but did not make his way to all the tables. •_It would've been nice to chat briefly with him. •_Perhaps next time. •_Definitely worth your time and I can not wait to try other items on the menu.Until next time Bon appetite and ciao!","bread,prosciutto,salad,octopustentacle,pasta,shrimp,service"
You will be like.. why there are still so many people at 10pm! Just pick any pasta and pizza... and you won't regret ..The wines choices are decent and some of them are from Italy too... with DOC or DOCG ~,"pasta,pizza"
Best pizza ever!!!!!!! We got the deep dish and also wings and it was incredible. You MUST try!,"pizza,wings"
"One of my favorite meals on vacation in SF, great burritos and margaritas. Reasonable and friendly waiters.","burritos,margaritas,waiters"
"My girlfriend and I got pizza togo from here a couple of weeks ago and it wasn't as good as I was expecting.We ordered a medium pepperoni, and they told us about 15min. When we arrived there was a big line which is always a good sign, so we payed for our pizza and took it back home. By the time that we began eating the pizza the dough had become tough and chewy. The sauce and the toppings were delicious, but the crust was very unenjoyable.I think that if we would have sat down and eaten the pizza there it would have been a lot better, so I am going to give it a second chance but getting it togo wasn't the way to go.",pizza
"Hands down the best pizza I've ever had. The service is great too. You might have to wait a little bit to get seated but that's okay, totally worth it in the end. Best Chicago deep dish.","pizza,service"
"I was taking a nice stroll outside on a sunny Friday afternoon prior to Labor Day weekend when I noticed that there was barely a line at HRD, so of course I just had to try it though I wasn't planning on grabbing lunch! Every time I pass by HRD during a workday lunch hour, there is a fairly long line going out the door. It's quite a popular spot with its interesting Mexican Asian fusion dishes.I decided to try out their bulgogi beef kimchi burrito which caught my attention due to kiwi being one of its ingredients. The kiwi surprisingly went very well with the burrito. It added some sweetness to it whereas the daikon and kimchi gave it a sour taste. The result was a wonderful sweet and sour flavor that blended well with the marinated beef. After a while, I did feel that the burrito started falling into the diminishing returns factor, but I did enjoy it overall.",burrito
"A few friends and I decided to have a chili cook-off on Super Bowl Sunday this year. •_While my friends were buying Safeway Select ground turkey for their comical attempts at chili, I dropped by La Palma to pick up some fresh chorizo and some dried ancho chiles for my famous Spicy Lamb","chorizo,chiles"
"Great place for a late night burrito after a night out in the mission, no frills. •_You go in, tell them what you want, get a receipt, and then pay at the register. •_I had the carne asada burrito. •_It was the perfect fix after a night out, seasoned and not soggy. The guacamole seemed diluted and had tomatoes in it.The salsa bar looked less than desirable, so I skipped that. The bathroom was a hot mess, but with the volume and crazy people coming in on a Saturday night, it's par for the course.","place,burrito"
"Excellent gem that is extremely easy to miss, but a great place to get some quick eats after happy hour. Mabo tofu noodles, diced chicken, and the WINGS were definitely highlights. Our server was extremely nice and attentive, even though we came in right before last call, and she even made an accurate assessment that we'd be needing more food when we each ordered four dishes for four hungry guys. Once we had our orders in, she was quick to keep us topped off with water and tea.The food itself was delicious, with well-balanced flavors and an excellent variety of tastes and textures. I am coming back here soon for the diced chicken and wings though - small wonder that they were the absolute favorites in our group.","noodles,chicken,wings,service"
One of the cute tiny shops on the Dog Patch area of SF. Good strong coffee. I'll def come back when I am in the area.,coffee
"Wild Pepper aka GOD'S ANSWER TO CHINESE TAKEOUT If you gave this place a rating of anything less than 5 stars I suggest you see a doctor for your malfunctioning taste buds. •_I've ordered from this place via Seamless countless times and have nearly fallen to my death all those times scurrying down the stairs to get the damn order. •_Their Avocado Egg Rolls, damn........at first thought I had some nerve to smack a fool who would put avocados in egg rolls, cuz that shit just did not fly in my book. •_But adventure lead to gold cuz those things are FUCKING MAGICAL. •_The creamy texture of the avocado with the crispy rice paper just melded the lightly salted vegetables into a medley of FUCK YEA. •_Order their Chow Mein with egg noodles and you'll be smacking your lips at the flavor so hard you'll put Blistex outta business. •_Their Orange Chicken though.......you mean FUCKTACULAR on a plate! •_No over breading like some other shitty places (*cough* Andy's Chinese Cuisine) but it's as if each hearty piece of chicken meat is pillowed around crispy batter and covered in a sweet/spicy/savory orange sauce -of which should not be bottled and sold on the shelves as to not cause riots at grocery stores.Wild Pepper...I give you 5 stars and the highest of fives *HIGH FIVE*","rolls,noodles,chicken"
"Solid Chinese hole in the wall place at the outer edge of Chinatown. Had the Kung Pao Chicken, and my companion had the chicken with cashews. Both dishes were great, but I would give the edge to chicken and cashews. The fried dumplings were also delicious. I would definitely come here again.","chicken,dumplings"
"Seven Hills is a quality neighborhood trattoria that remains popular and continues to deliver even after a change in ownership several years ago. While nothing about this intimate venue is ostentatious, that's because it's all about substance as opposed to style, whether in the cozy, rustic interior that lends itself to intimate meals, or in the relatively understated cooking that intentionally highlights the quality and freshness of the underlying ingredients. Indeed, quality and freshness pops up throughout the menu. For example, this restaurant is one of only about a dozen in the Bay Area that serves delicious, super-fresh buffalo mozzarella from Ramini Farms in Tomales, a small, family-run operation that's worth visiting on its own. The tomato braised polpette (fontina-stuffed beef and pork meatballs) was satisfyingly delicious, and helped prime the appetite for equally satisfying entrees like the pappardelle, maccheroncelli, and the day's fresh fish catch. Of course, I had to go for the chocolate budino to finish things off, and it didn't disappoint.Service is warm and engaging, and Alex, the manager, was also super patient and obliging with multiple changes of plans that I had. While Seven Hills might not draw a whole lot of buzz in the Bay Area dining scene, the throngs of loyal customers that pack this place on most nights testify to the fact that an intimate, personalized, no-nonsense dining experience can be just as satisfying as, say, a dozen-course molecular tasting menu at some place that's ridiculously ostentatious. Totally worth the 5 stars here on Yelp.","mozzarella,polpette,pappardelle,fish"
"I have been a fan since the opening of cotogna and often have brought friends and family to eat here over the years, but I am sad to say the food has really gone downhill....really tasteless watery pasta, overdone pizzas, and fishy octopus (used to be my favorite dish here)....It is no longer worth my time and money. •_I went back 3 times just to make sure and it was confirmed....no longer good : (","pasta,pizza,octopus"
"*Note: This place is cash only.*This is a great hole in the wall spot that is worth going out of your way to try. As many others have said, the Tea Leaf Salad is incredible. Fermented tea leaves, cabbage, fried beans, nuts and other ingredients give an incredible flavor for this $6 dish you could easily pay 2-3 times for in a fine dining establishment and be happy with. The garlic noodles were great and every other dish I saw looked amazing as well. I don't think anything is more than $6. What a deal!Please note you're coming here for the food, not the ambiance or the service (although both should meet the functional needs for most). Personally I'm all about the food and value so if you share those focuses, this place is for you.","Salad,noodles,service"
"Whenever I'm in SF or San Mateo, I hit up La Cumbre for the best burritos ever. •_I grew up on these burros and there's nothing better. I've had a ton of other burros from all over and nothing compares to the original. •_I don't understand the poor reviews. •_Perhaps people were too drunk (based on their descriptions of drinking, late at night, etc) to taste the goodness that is the La Cumbre experience. •_Viva La Cumbre!",burritos
 Cafe|,
Amazing schezuan food. The owners are always present with a big smile to make you feel welcome. Great beer selection which you never find at these places. It gets packed so go early. They do an amazing job getting large groups seated. Just go.,"food,beer"
"one of my favorite restaurants of all time!!! the food is great, beer is great, decor is cool, love this place! i really enjoy their pulled pork, fried chicken, french fries, zapatos, and fish tacos. cash only!! sometimes the lines are crazy, but wait it out your belly will be so happy.","food,beer,decor"
"I came here a long time ago, and I never went back. The service was fast without hardly a word spoken, and the food was ok, nothing unique about it.","service,food"
"This place deserves an ""Emmy"" ! My god this was one of the most DELICIOUS Chinese restaurants that Ive had in recent memory. For 50 bucks you get can 4 items with a large free bowl of soup. Everything was so tasty, the combination fried rice, the Kung Pao chicken , pot stickers and the brisket clay pot. What made the Kung Pao chicken so great was it was 90% chicken and not a bunch a veggies with a few minuscule pieces of chicken, this was LOADED with meat, in fact the portions for everything were huge and right up my alley. Great friendly service and people. This was a great find ! I cant speak for their delivery service but eating inside their place, the food was fresh hot and my stomach was singing happy songs !! Highly recommended !","riedrice,chicken,service"
Best cheap dim sum I've encountered! Order with paper menu and hand to a lady behind the counter. Large portions. Could be hotter and fresher but then it wouldn't be so fast and affordable. Rice porridge with Chinese donut recommended!,"porridge,donut"
Order the fish in chili sauce then take the leftover sauce home and use it for two meals at home. It's WONDERFUL. Try to go when it's half empty or it's too noisy to talk. Decibels when full: 80. Love the fact that I can get both delicious Chinese food and good coffee at the same place.,"fish,coffee"
"We chose this place because I wanted vegetarian options and the Mr. wanted brussel spouts. We both had scrumptious cocktails. I started with an endive strawberry salad and a delicious cheese something. Both were seasoned well and were pretty much perfect. The Mr. Started with an asparagus lemon ravioli. Ummm.. Fantastic! The Mr. thought it was too buttery - but how can that be a complaint? He are every bite. As mains, the Mr. had scallops (which he thought were cooked well) and I had a very rich blu cheese pasta. Yumyum! Well worth the $160 overall.","cocktail,salad,cheese,pasta"
This has got to be one of the cleanest and delicious burrito spots in the mission.I stumbled upon this place.It's an open kitchen so you get to see how they prep the food.People who works there actually wears a proper apron and seem to care how the food is presented. (Even though it's a 9 dollar burrito)The steak snd shrimp burrito was amazing! I loveeeed it.Will definitely come back again!,"steak,burrito"
"This was pretty darn good for being a burrito place that I stummbled upon while running an errand in the richmond. •_I had a chicken burrito which they made right in front of me, the flavor was great but I wish they would have made it with a little more care so it didn't fall apart when I ate it but besides that I can't complain.",burrito
My favorite place to bring visitors in from out of town. •_Gracias Madre offers fresh delicious food guaranteed to make you consider joining the vegan train. •_Always leave with a full belly and smile on my face.,food
"OH MANNNNN! My fiance and I are obsessed with this place. Do yourself a solid and get the Mongolian Beef, or anything slathered in their awesome black bean sauce. The lady that works here (Nancy) is an absolute darling. She's 100% of the time stressed out as she's usually the only one waiting all the tables and answering the phone (which goes off every 2 minutes), but the wait is always worth it. This place is a staple for us. We get it at least once a week and every time Nancy makes us so happy. :) Thanks so much Wok Shop Cafe!",beef
"Great looking place. Amazing atmosphere, amazing food.HOWEVER, horrible attitude from a man name Eldon.A couple friends and I had the back room prepped for us. It was our friend's birthday and it wasn't his first time; he assured to us that the food at nopalito was amazing since it was everyone else's first time... and he was right, the food was great! However, we also all agreed that the server was just rude RIGHT off the bat. Eldon did not ask how we were doing as he approached us. He also sounded just plain ANNOYED when he asked us if we were having drinks, although we were a bit indecisive, it does not mean to RUSH us. We all just chose water instead of us ordering drinks right there and then. When we asked Eldon about the types of food, or if Nopalito has empanadas, or how the food ordering works at Nopalito (because obviously it was our first time) he responded a sharp ""uh yeah, it's right there ON the menu"", Repeatedly ""yeah, it's ON the menu"", as if we're not looking at the menu, we're just curious! He also cut my friend off while he was asking a question about substituting meat, but the server cut him off saying ""NO, you can't do custom foods, not going to happen.""He also made a disturbing comment towards the end of the night. It started with him stating how we should download venmo in order to make our lives easier upon splitting the check. Our table let him know a fact about venmo, saying that it usually takes three days to process (because really, we just want to pay right there to make everyone's life easier). He answered ""you guys can't wait three days?"", and our response, ""no we can't, we just want to pay it now"". Then he had the NERVE TO SAY TO US, ""sounds like you guys need another job"". Excuse me? Just because we rather not use a phone app? We all received our degrees, we work 9-5 jobs, Monday to Friday, working hard, and just want to have a good time celebrating our friend's birthday ON A SATURDAY NIGHT. But we felt so uncomfortable when the waiter had the nerve to tell us we need another job just because we're figuring out payment. Plain rude. You don't know what our occupation is, so who are you to comment about our jobs?Hence why I'm providing four stars. Just for his specific service. Good place, but don't want to see the server's face. We wished the ladies came around more- just smiling at us and asking if everything was okay. But Eldon REALLY pissed us off last night. Yeah, we're young, want to have fun- but does not mean that you can talk down to us. Oh, and he didn't tell us his name- it's on our receipt.Don't think we'll come back. Good place. But don't think we will.","atmosphere,food"
Woah. Greasy huge California burritos done right: with French fries! Get your best bite for low bucks. Andele!,burritos
"I went there for the first time on Sunday and only had the salame, peppers and artichoke pizza and then some ice cream. •_The pizza was very tasty, and the ice cream was good, but I'm spoiled by bi-rite, so I wasn't impressed. •_The service was just ok. •_It's nice that they have a decent amount of outdoor seating, so that was pleasant. •_I'd go again, but there's other places I'd rather go.","pizza,icecream"
I've only ordered delivery. •_The fact that I can even get Chinese food of this caliber delivered to my door is a great thing in of itself. •_Between the chef,delivery
"really hope this place keeps doing what they're doing because so far i love it!ate here last night and was really impressed by the friendly staff and delicious food... the kind of chinese food they make here is my favorite (that and dim sum)!ordered:- hand pulled noodles with lamb -better- pork dumpling -good- sesame pancake with beef -best... pancakes are almost like phyllo dough filled with beef and scallionsi believe the restaurant is cash only, and seating is VERY limited. there were lots of chinese people enjoying the food (always a good sign), and you could watch the cooks hand pull the noodles in the back.","noodles,dumpling,pancake"
"This place is very small, the the service is quick and good. The food is tasty and fresh. Not to mention the cost of the entire meal for a party of 6 was purr of this world. Very inexpensive.","service,food,cost"
Food was great! Service was quick and servers were very friendly. I recommend the green tea snow ice for dessert!,"service,dessert"
"We did not like the food here and my whole family thought they are pricey. The vegetable were not prepared very well and I felt sick after. I had cramps and felt like I had stomach flu. ( not kidding nor exaggerating at all ) None of my family finished the rice bowl, the kids didn't like the taste either. The chips were stale, and the burrito my brother had was very cold. I would never return. It was a huge dissapointment after a long walk from Union Square. It was a waste of money in my opinion. Go try them for yourself.","vegetable,chips,burrito"
"I had the Mexican food shakes the other week. What are the Mexican food shakes? Well, similar to a drug addict detoxing, when I don't get enough Mexican food in my system, I start to feel off, weak, and out of sorts. Usually this need can be satisfied by basic taqueria food, but every once in a while, my body cries out for something more substantial -- namely a sit down Mexican restaurant. Now I'll admit it... I'm a Mexican food snob and I have not been very impressed by the sit down offerings available to me in San Francisco. So when everyone raved about Tommy's I got my hopes up. Unfortunately, this place did not live up to the hype.Okay, to first focus on the good. The margaritas are good. Strong, not sweet, and delicious. I also enjoyed my chips and salsa. The not so good -- the food was just okay, not bad or anything, but nothing unusual for a sit down place in San Francisco. Also, our service was pretty bad on our first visit. It took them 15 minutes to bring us menus, and another 15 to take our order. •_30 minutes of just sitting there without chips, water, or drinks was a little frustrating (and it wasn't even that busy... the place was maybe 1/3 full). Since then, service has been about average -- not all that attentive, but not nearly as bad.Basically, this is a decent enough place to go when I get the Mexican food shakes, but it definitely makes me miss the food down in Southern California.","cocktail,food"
"I am an out of town visitor and wanted a great plate of pasta while in SFO. •_ this place definitely delivered. •_we ordered two plates of handmade fresh pasta - one was manicotti and the other fettuccine - and they were happy to take special orders and divert from the menu. the husband and wife owners were a total delight and they even refilled our wine at no charge! •_pistachio gelato was fantastic too. if I lived here I would be a regular at this place. they have been at this location 25 years - that's saying something. •_if you are looking for a small authentic pasta joint, look no further.",pasta
"Came here on a Tuesday night for a date :)Make sure to make reservations even if it's a weekday!Server we had was so friendly and personable. She really added a nice touch to my dining experience. •_Answered questions, gave personal opinion and was quick.We ordered:-cauliflower : a cold salad. very very yummy. appetizing for sure - lemony, capers, the perfect bite. not overly cooked/mushy. huge portion!-mushroom pizza : my favorite for the night!! a great amount of mushrooms on pizza. chili flakes / chili oil complimented this pizza wonderfully. yum yum-stuffed pasta shell with ricotta : ricotta was divine. pasta shell was cooked perfectly. tomato sauce was very flavorful. 4 huge shells. don't be fooled - it's filling!!!wine: Riesling - they had a great one here and the pour is GENEROUS at Uva Enoteca. I definitely walked out smiley and rosey cheeked ;) •_Will come back! Can't wait to try other things on this menu. A nice spot in this neighborhood/Lower Haight!!","salad,pizza"
"Great food, nice service","food,service"
"Came in today craving a baked pasta dish. Ordered the baked tortellini with mozzarella and parm. Super happy with the bread for the table but the side salad was mediocre. The kidney beans, olives and garbanzos tasted old.. Like their can had been opened last week and not well refrigerated. Meanwhile, I made the mistake of not asking if the tortellini was vegetarian. I assumed that since every other dish in the Al Forno section distinguished between vegetarian and meat..and this didn't say meat, that I was safe. Anyways, tortellini came and I ate a few, thought the filling was a little strange but wrote it off as a bread crumb and cheese filler like some cheaper brands of tortellini. Then I noticed the TEENY chunks of ground beef in the sauce. When I brought this to the servers attention she acted like I should have known it had meat. I pointed out that the menu didn't specify meat sauce (unlike every other item) and she dismissed it.Now I'm super sick. Won't go back anytime soon :(","pasta,tortellini"
just as good as the infamous taquerias in the mission. •_a tasty place to get your mexican fix in the richmond.,food
"Great experience here. I sat at the bar, got great food recommendations from the bartenders and enjoyed a great glass of wine. The meal pacing was really great and the food very solid. I started with the warm house-made ricotta (a dish certainly designed for sharing that I no doubt demolished on my own) and had a fresh pasta dish for my main. I was worried the ricotta + pasta would be a heavy combo, but the pasta was delectably light and fresh. If there was a low-light of the meal, it was dessert (chocolate mousse) - which was still good, just not knock-your-socks-off. A great option worth the investment. Good atmosphere. Nice vibe. Very approachable. Solid food. Definitely worth a visit.","wine,pasta,ricotta,dessert,atmosphere"
"Believe me when I say that this place is a legit hole in the wall. There's only approximately 10 seats at the counter, so you might have to wait at times. In spite of the cramped space though, Yamo seriously knows how to produce some delicious food. The women who work here know how to run this place efficiently, cost-effectively, and most importantly, deliciously. The food here is nice and incredibly flavorful (and oily). The tea leaf salad is a great starter. Although it's a little on the small side, it has great flavor and it's different from your typical tea leaf salad. My two favorite entrees are the Yamo House Noodles and the Mango Chicken. The noodles are very greasy and filled with tons of flavor and a light sauce. The meat is also always tender and cooked very well. The mango chicken also has tons of flavor, as there is nothing better than mixing the rice with the sauce and chicken. The chunks of fresh mango within the dish are generous and add a nice sweetness to the dish.Yes, you may not be getting the best service nor the cleanest services, but it all adds to the unique hole-in-the-wall-type vibe. It always amazes me to see how fast they are able to cook despite the lack of space and dim lighting. Even more, all the dishes here are no more than $6! (I think they actually recently bumped it up to $6.25....but still, it's a bargain!) What more could you ask for?! Don't be intimidated by its exterior (or interior for that matter...) appearance - this place serves great food at a great price!","noodles,chicken,price"
"The quality of the food is inconsistent. 4 stars when it is good though. But overall too inconsistent. The dishes I like from here are the Mapo Tofu, Chongqing Chicken Wings, and the Salt Cod Fried Rice. I almost never crave Chinese food but when I do, surprisingly it's this even though it's not ""authentic"" Chinese food. But over the past few years of eating here (mainly ordering for delivery), it's always a hit or miss. Sometimes it's delicious and spicy in a good numbing kinda way, and sometimes it's just bland. I ordered delivery last night and was disappointed. The chicken wings were way smaller than before, and it didn't have the crunchy tripe pieces. The tofu was spicy but bland. Very disappointing.","tofu,chickenwings,friedrice"
